Filename,Segment_label,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,Time
Bd_07,i,343.75,47.53,156.25,46.75,50.46,21.58,25.95,937.50,27.67,19.86,3.00
Bd_08,A,718.75,45.51,125.00,49.64,50.23,14.17,31.35,968.75,40.88,4.63,3.00
Bd_09,i,375.00,51.92,184.12,47.37,53.16,33.94,17.98,875.00,22.51,29.41,3.00
Bd_09,ee,312.50,46.57,155.10,43.39,47.50,31.17,15.40,875.00,23.83,22.74,3.00
Bd_09,oh,687.50,40.77,125.00,43.06,44.34,19.06,21.71,968.75,33.98,6.79,3.00
Bd_09,i,375.00,39.19,124.40,46.17,49.84,35.14,4.04,906.25,26.86,12.33,3.00
Bd_09,ee,500.00,39.29,111.40,41.86,45.95,40.11,-0.82,937.50,22.28,17.01,3.00
Bd_09,A,468.75,47.74,156.25,53.04,58.72,11.64,36.09,968.75,47.78,-0.04,3.00
Bd_10,A,500.00,40.70,125.00,46.52,50.22,31.86,8.84,968.75,37.94,2.75,3.00
Bd_10,oh,468.75,41.58,125.00,49.11,51.60,29.45,12.12,937.50,33.89,7.68,3.00
Bd_10,ee,562.50,44.07,125.00,47.11,49.44,34.93,9.14,906.25,34.94,9.14,3.00
Bd_10,ee,406.25,42.13,153.73,47.54,51.24,30.05,12.08,875.00,28.46,13.67,3.00
Bd_10,A,843.75,41.25,125.00,45.79,51.02,32.35,8.89,968.75,39.23,2.02,3.00
Bd_100,aa,562.50,43.78,170.37,49.29,47.60,49.29,-5.51,875.00,31.73,12.04,3.00
Bd_100,A,531.25,42.57,97.99,45.77,49.48,36.79,5.78,906.25,27.94,14.63,3.00
Bd_100,A,312.50,45.10,125.00,42.17,49.44,35.85,9.24,906.25,20.01,25.08,3.00
Bd_101,i,531.25,48.36,125.00,49.74,50.96,30.18,18.19,906.25,31.19,17.18,3.00
Bd_101,aa,531.25,47.79,125.00,44.87,48.31,36.68,11.11,968.75,37.87,9.92,3.00
Bd_102,ee,750.00,42.49,125.00,42.66,47.43,38.15,4.34,937.50,34.70,7.79,3.00
Bd_103,oh,687.50,50.33,125.00,47.28,48.57,27.02,23.31,937.50,38.61,11.71,3.00
Bd_103,i,562.50,50.15,156.25,45.44,46.44,16.47,33.68,875.00,37.40,12.75,3.00
Bd_104,A,875.00,33.48,125.00,46.33,48.89,29.43,4.05,906.25,28.32,5.16,3.00
Bd_104,oh,281.25,50.55,125.00,47.21,51.39,40.53,10.01,1000.00,12.30,38.24,3.00
Bd_105,ee,625.00,46.87,125.00,48.14,49.00,17.36,29.51,1000.00,36.69,10.18,3.00
Bd_105,oh,812.50,35.93,125.00,45.23,48.88,39.04,-3.10,1000.00,33.03,2.90,3.00
Bd_105,oh,531.25,50.32,125.00,50.57,50.20,50.57,-0.25,906.25,34.52,15.80,3.00
Bd_105,A,871.09,4.75,95.70,35.51,35.75,11.90,-7.15,949.22,-1.26,6.01,3.00
Bd_11,i,500.00,41.71,109.68,41.08,47.43,38.21,3.50,937.50,32.11,9.60,3.00
Bd_11,aa,656.25,51.24,125.00,48.63,50.83,14.03,37.21,906.25,39.47,11.77,3.00
Bd_11,i,343.75,48.32,156.25,47.98,51.04,32.89,15.43,906.25,28.30,20.02,3.00
Bd_111,i,281.25,49.01,125.00,44.55,52.00,36.30,12.71,906.25,8.57,40.45,3.00
Bd_111,i,281.25,51.79,125.00,47.50,51.80,32.86,18.92,937.50,19.82,31.97,3.00
Bd_111,i,375.00,34.05,93.75,40.85,40.82,40.85,-6.80,906.25,7.09,26.96,3.00
Bd_111,ee,468.75,43.76,125.00,45.29,49.37,37.08,6.68,968.75,20.78,22.98,3.00
Bd_112,i,562.50,53.32,140.63,46.44,47.70,9.04,44.28,1000.00,37.20,16.12,3.00
Bd_112,oh,312.50,50.26,168.63,48.49,50.26,38.63,11.63,937.50,13.85,36.41,3.00
Bd_113,i,578.13,54.76,140.63,47.58,48.58,1.54,53.22,890.63,38.00,16.76,3.00
Bd_113,ee,593.75,48.52,125.00,49.65,50.19,9.65,38.87,953.13,39.50,9.02,3.00
Bd_113,A,312.50,44.15,93.75,46.08,48.33,37.55,6.60,906.25,11.91,32.24,3.00
Bd_113,A,625.00,44.33,125.00,44.15,45.71,16.40,27.93,906.25,31.98,12.35,3.00
Bd_115,oh,468.75,42.85,156.25,45.00,40.47,45.00,-2.15,1015.63,27.87,14.98,3.00
Bd_115,A,531.25,45.27,140.63,45.88,48.80,9.26,36.01,937.50,37.33,7.93,3.00
Bd_115,A,500.00,53.66,156.25,50.20,51.91,14.92,38.74,1000.00,24.31,29.35,3.00
Bd_116,ee,312.50,46.42,125.00,43.77,47.22,41.81,4.61,937.50,13.83,32.58,3.00
Bd_117,ee,468.75,47.48,156.25,50.04,52.46,8.05,39.43,1000.00,42.65,4.83,3.00
Bd_117,aa,593.75,50.73,125.00,47.92,50.45,31.47,19.26,968.75,42.87,7.85,3.00
Bd_117,i,468.75,54.43,156.25,47.58,48.52,33.53,20.90,906.25,40.30,14.13,3.00
Bd_12,oh,375.00,42.44,125.00,46.56,48.77,42.78,-0.35,1000.00,33.63,8.81,3.00
Bd_12,oh,437.50,46.95,156.25,48.31,50.79,19.89,27.06,875.00,30.35,16.60,3.00
Bd_120,i,593.75,35.52,109.38,45.41,45.66,8.67,26.85,921.88,30.02,5.49,3.00
Bd_121,i,1109.38,43.08,125.00,50.01,50.72,20.72,22.36,890.63,44.29,-1.22,3.00
Bd_121,i,562.50,40.79,93.75,42.68,44.56,31.35,9.44,906.25,25.47,15.32,3.00
Bd_122,ee,468.75,52.15,156.25,52.22,53.12,6.87,45.28,937.50,24.34,27.81,3.00
Bd_123,i,281.25,36.60,93.75,37.06,34.02,37.06,-0.46,968.75,-1.08,37.69,3.00
Bd_125,A,468.75,45.32,156.25,47.09,45.19,47.09,-1.77,968.75,30.07,15.24,3.00
Bd_125,ee,312.50,46.00,125.00,43.91,49.09,36.83,9.17,906.25,16.47,29.53,3.00
Bd_126,i,421.88,43.46,156.25,45.81,44.79,45.81,-2.36,984.38,26.50,16.96,3.00
Bd_126,A,312.50,54.33,160.18,51.54,54.33,41.95,12.38,875.00,28.44,25.90,3.00
Bd_129,oh,1125.00,35.49,141.43,49.31,44.68,49.31,-13.82,937.50,31.86,3.63,3.00
Bd_13,oh,468.75,57.10,125.00,48.09,50.24,31.12,25.99,968.75,23.82,33.28,3.00
Bd_13,A,453.13,48.43,171.88,51.23,43.24,51.23,-2.81,875.00,18.11,30.31,3.00
Bd_130,ee,437.50,47.96,126.02,49.42,54.10,24.85,23.10,968.75,30.80,17.16,3.00
Bd_131,ee,500.00,51.41,125.00,44.96,49.72,38.19,13.21,906.25,38.15,13.26,3.00
Bd_131,i,562.50,51.35,156.13,47.57,51.51,18.92,32.43,875.00,41.70,9.65,3.00
Bd_132,oh,312.50,52.67,125.00,48.44,52.71,43.73,8.94,937.50,21.82,30.85,3.00
Bd_133,ee,343.75,44.12,125.00,47.40,49.07,39.74,4.37,906.25,16.51,27.61,3.00
Bd_134,oh,468.75,43.45,156.25,49.00,46.49,49.00,-5.55,875.00,37.47,5.98,3.00
Bd_134,oh,593.75,55.05,156.25,50.48,51.30,18.41,36.64,906.25,38.93,16.11,3.00
Bd_134,oh,468.75,54.75,156.25,49.55,51.67,18.95,35.80,937.50,25.81,28.94,3.00
Bd_135,A,375.00,49.53,125.00,47.54,53.29,36.75,12.77,906.25,23.12,26.41,3.00
Bd_135,i,312.50,48.29,125.00,48.11,50.67,42.36,5.92,937.50,20.86,27.42,3.00
Bd_136,i,625.00,48.92,125.00,48.20,47.06,48.92,0.00,906.25,39.09,9.83,3.00
Bd_137,i,312.50,54.68,156.25,54.22,56.78,24.19,30.49,1000.00,29.35,25.33,3.00
Bd_137,i,406.25,41.46,93.75,46.02,48.53,41.84,-0.38,937.50,18.26,23.20,3.00
Bd_138,A,593.75,52.46,156.25,46.22,47.30,26.33,26.13,875.00,39.70,12.76,3.00
Bd_138,A,500.00,44.06,93.75,42.95,45.20,30.48,13.59,906.25,14.05,30.01,3.00
Bd_139,A,375.00,45.88,137.73,44.55,48.54,41.11,4.77,937.50,24.34,21.55,3.00
Bd_139,ee,312.50,34.99,125.00,45.74,49.78,41.86,-6.87,937.50,21.95,13.03,3.00
Bd_139,A,468.75,52.62,125.00,46.50,49.30,39.73,12.89,906.25,26.95,25.67,3.00
Bd_139,ee,718.75,47.60,125.00,47.31,50.30,22.04,25.56,968.75,40.67,6.93,3.00
Bd_14,A,500.00,49.10,114.51,44.66,45.63,41.62,7.48,937.50,20.94,28.16,3.00
Bd_140,A,281.25,52.26,156.25,46.60,52.26,25.31,26.96,875.00,25.06,27.20,3.00
Bd_141,i,734.38,51.42,125.00,44.69,46.55,5.73,45.69,984.38,41.43,9.98,3.00
Bd_141,oh,281.25,56.45,140.63,49.60,56.45,13.16,43.29,906.25,20.24,36.22,3.00
Bd_142,i,531.25,45.95,97.80,44.51,48.00,33.42,12.52,968.75,24.39,21.56,3.00
Bd_142,ee,343.75,51.56,156.25,51.67,51.56,51.67,-0.11,875.00,16.89,34.67,3.00
Bd_144,E,406.25,40.01,125.00,43.23,48.51,21.86,18.16,968.75,36.16,3.86,3.00
Bd_146,ee,625.00,46.26,125.00,46.99,49.36,33.44,12.82,1000.00,44.36,1.89,3.00
Bd_147,i,281.25,48.75,125.00,40.87,48.75,30.78,17.97,906.25,9.69,39.05,3.00
Bd_147,i,406.25,38.82,93.75,41.57,43.70,27.27,11.55,906.25,14.12,24.70,3.00
Bd_147,ee,312.50,38.56,125.00,42.92,46.05,22.45,16.11,906.25,18.79,19.76,3.00
Bd_147,i,656.25,41.69,125.00,43.34,40.06,43.34,-1.65,937.50,34.24,7.45,3.00
Bd_147,A,437.50,50.28,140.90,41.56,45.80,37.55,12.74,937.50,17.82,32.47,3.00
Bd_147,oh,1093.75,45.77,125.00,44.21,47.92,29.51,16.25,937.50,37.15,8.62,3.00
Bd_147,aa,1062.50,44.11,156.25,45.89,49.03,19.63,24.48,906.25,41.24,2.86,3.00
Bd_148,i,687.50,44.48,125.00,42.95,48.71,18.05,26.43,968.75,35.93,8.55,3.00
Bd_148,A,691.41,38.87,132.81,42.90,39.78,42.90,-4.03,953.13,31.96,6.91,3.00
Bd_149,ee,312.50,48.18,125.00,42.12,48.13,38.90,9.28,937.50,15.04,33.15,3.00
Bd_15,i,312.50,53.33,159.29,46.45,53.33,38.36,14.98,1000.00,29.29,24.04,3.00
Bd_15,A,593.75,51.79,156.25,49.04,51.07,11.90,39.88,875.00,38.96,12.83,3.00
Bd_15,i,578.13,44.19,109.38,45.66,49.61,15.92,28.27,937.50,38.19,6.00,3.00
Bd_15,A,640.63,48.34,171.88,51.11,48.86,51.49,-3.14,1000.00,37.52,10.82,3.00
Bd_15,ee,796.88,48.54,140.63,51.24,52.48,4.11,44.43,937.50,45.66,2.88,3.00
Bd_15,A,750.00,45.96,125.00,46.04,45.65,46.04,-0.08,1000.00,36.87,9.09,3.00
Bd_150,A,531.25,48.69,125.00,44.48,49.01,23.06,25.63,968.75,29.63,19.06,3.00
Bd_150,A,625.00,44.92,156.25,44.61,44.02,44.92,0.00,937.50,36.36,8.57,3.00
Bd_150,oh,312.50,48.67,125.78,44.00,50.47,33.29,15.38,1000.00,27.56,21.11,3.00
Bd_150,i,710.94,46.63,117.19,47.90,47.66,47.90,-1.27,968.75,38.52,8.10,3.00
Bd_151,A,312.50,45.72,125.00,46.13,47.95,40.42,5.30,937.50,21.18,24.54,3.00
Bd_152,A,437.50,42.11,137.49,40.88,43.92,37.14,4.97,937.50,22.65,19.46,3.00
Bd_152,oh,500.00,36.88,151.34,41.31,37.61,41.31,-4.43,1000.00,28.22,8.67,3.00
Bd_154,oh,593.75,46.98,156.25,44.82,46.09,13.73,33.25,906.25,36.36,10.62,3.00
Bd_154,ee,593.75,39.09,125.00,42.65,44.84,8.31,30.79,968.75,28.49,10.60,3.00
Bd_154,oh,312.50,38.67,125.00,41.54,45.66,20.51,18.16,906.25,17.78,20.89,3.00
Bd_155,ee,671.88,39.59,109.38,44.08,45.67,13.12,26.48,906.25,35.14,4.46,3.00
Bd_156,A,375.00,45.36,125.00,45.99,48.17,40.40,4.97,937.50,21.36,24.00,3.00
Bd_157,i,437.50,35.01,105.85,41.38,41.57,38.48,-3.48,1000.00,10.21,24.80,3.00
Bd_157,ee,468.75,48.27,156.25,46.59,46.67,18.26,30.00,937.50,30.06,18.21,3.00
Bd_158,i,875.00,38.11,156.25,43.67,42.95,43.67,-5.55,906.25,39.84,-1.72,3.00
Bd_158,i,625.00,48.62,156.25,46.81,46.76,48.62,0.00,937.50,34.44,14.18,3.00
Bd_158,A,1000.00,42.16,187.50,48.34,45.44,48.34,-6.18,1000.00,42.16,0.00,3.00
Bd_158,oh,312.50,45.96,125.00,44.01,47.85,34.51,11.45,937.50,18.75,27.22,3.00
Bd_16,ee,406.25,43.52,125.00,47.60,52.20,24.06,19.46,937.50,25.82,17.70,3.00
Bd_16,ee,531.25,53.96,125.00,48.48,52.73,27.24,26.71,906.25,33.66,20.29,3.00
Bd_16,ee,304.69,53.05,101.56,48.44,50.53,12.83,40.22,937.50,3.18,49.88,3.00
Bd_160,i,468.75,43.22,156.25,45.03,46.94,31.66,11.57,875.00,31.30,11.92,3.00
Bd_160,aa,625.00,45.30,125.00,44.86,42.77,45.30,0.00,1000.00,34.48,10.82,3.00
Bd_162,i,625.00,35.70,187.25,48.89,44.69,48.89,-13.19,875.00,35.48,0.22,3.00
Bd_162,aa,593.75,59.80,156.25,50.40,52.65,3.95,55.84,890.63,45.66,14.13,3.00
Bd_163,A,625.00,43.42,125.00,46.00,48.05,33.28,10.14,906.25,34.75,8.67,3.00
Bd_163,ee,281.25,56.46,140.63,48.28,56.46,14.80,41.66,953.13,16.58,39.88,3.00
Bd_163,ee,625.00,52.03,156.25,48.39,48.42,9.25,42.78,937.50,39.29,12.73,3.00
Bd_163,ee,1000.00,44.57,125.00,49.18,52.04,5.32,39.25,1000.00,44.57,0.00,3.00
Bd_163,aa,1062.50,36.24,131.57,49.28,47.91,49.28,-13.04,1000.00,35.99,0.25,3.00
Bd_163,E,375.00,43.67,125.00,47.85,44.69,47.85,-4.18,937.50,23.78,19.90,3.00
Bd_164,ee,468.75,38.53,93.75,40.20,43.57,30.41,8.12,906.25,18.68,19.85,3.00
Bd_164,ee,234.38,31.48,109.38,38.75,40.43,6.52,24.96,937.50,-0.26,31.74,3.00
Bd_165,i,312.50,55.54,156.25,50.26,55.54,19.26,36.28,906.25,31.38,24.16,3.00
Bd_165,i,734.38,45.22,125.00,47.75,47.41,47.75,-2.53,984.38,37.46,7.76,3.00
Bd_165,oh,437.50,39.78,110.04,44.44,45.66,39.86,-0.08,937.50,24.57,15.20,3.00
Bd_165,ee,531.25,48.24,125.00,43.40,48.58,20.63,27.61,937.50,31.27,16.97,3.00
Bd_166,A,656.25,49.93,156.25,46.50,43.92,49.93,0.00,875.00,40.19,9.74,3.00
Bd_166,ee,468.75,50.10,125.00,42.70,44.59,24.46,25.64,906.25,16.11,33.99,3.00
Bd_166,ee,718.75,51.05,156.25,47.80,49.89,18.26,32.79,875.00,45.17,5.88,3.00
Bd_167,ee,687.50,45.00,125.00,44.16,46.15,21.44,23.56,937.50,36.09,8.91,3.00
Bd_168,A,625.00,48.35,125.00,46.48,49.35,21.41,26.95,1000.00,36.05,12.30,3.00
Bd_168,A,750.00,43.44,125.00,46.14,45.64,46.37,-2.94,906.25,38.98,4.45,3.00
Bd_168,oh,406.25,44.83,125.00,48.60,52.50,8.02,36.81,1000.00,23.97,20.86,3.00
Bd_169,i,390.63,30.05,93.75,35.98,36.81,13.00,17.05,968.75,17.89,12.16,3.00
Bd_17,ee,312.50,57.04,156.25,52.69,57.04,23.72,33.32,906.25,32.99,24.04,3.00
Bd_17,i,312.50,57.37,132.69,48.31,57.37,39.42,17.96,937.50,19.20,38.17,3.00
Bd_17,i,500.00,49.90,125.00,45.09,49.15,34.36,15.55,906.25,25.94,23.97,3.00
Bd_17,oh,500.00,42.97,125.00,44.88,48.46,39.64,3.33,937.50,28.73,14.24,3.00
Bd_17,oh,531.25,48.08,125.00,46.33,51.62,32.67,15.41,937.50,41.10,6.98,3.00
Bd_170,E,406.25,47.24,125.00,49.23,52.07,22.83,24.41,937.50,26.73,20.51,3.00
Bd_170,ee,500.00,40.99,156.25,46.52,44.68,46.52,-5.53,1000.00,33.65,7.35,3.00
Bd_170,oh,687.50,48.38,109.38,43.98,46.21,15.23,33.15,921.88,40.37,8.01,3.00
Bd_170,A,593.75,44.88,125.00,45.30,47.74,33.22,11.66,968.75,37.31,7.57,3.00
Bd_170,oh,406.25,33.33,93.75,43.19,42.90,43.19,-9.86,937.50,19.96,13.37,3.00
Bd_170,A,406.25,35.90,93.75,40.45,42.14,17.15,18.76,968.75,24.87,11.03,3.00
Bd_172,A,375.00,45.93,125.00,44.77,44.29,45.93,0.00,906.25,19.98,25.95,3.00
Bd_173,ee,625.00,45.41,169.69,46.48,42.64,46.48,-1.06,875.00,34.51,10.91,3.00
Bd_173,oh,500.00,43.37,138.15,43.01,41.61,43.37,0.00,937.50,24.65,18.72,3.00
Bd_173,oh,968.75,35.91,125.00,43.53,47.25,34.61,1.30,968.75,35.91,0.00,3.00
Bd_173,A,531.25,22.18,93.75,36.83,35.72,36.83,-14.66,937.50,13.94,8.23,3.00
Bd_174,ee,218.75,20.10,156.25,48.45,40.63,48.45,-28.35,890.63,14.42,5.68,3.00
Bd_174,ee,437.50,52.02,156.25,49.25,55.14,17.99,34.03,906.25,34.84,17.18,3.00
Bd_174,i,390.63,37.04,187.50,45.80,41.86,47.19,-10.15,890.63,29.47,7.57,3.00
Bd_174,ee,500.00,50.22,125.00,46.72,49.36,42.04,8.18,1000.00,25.58,24.65,3.00
Bd_174,oh,312.50,45.75,125.00,42.92,44.42,37.03,8.72,937.50,20.80,24.95,3.00
Bd_175,A,531.25,35.12,93.75,35.31,37.84,29.45,5.67,968.75,18.21,16.91,3.00
Bd_175,ee,500.00,43.90,125.00,43.77,48.47,30.27,13.63,906.25,31.92,11.98,3.00
Bd_175,ee,656.25,43.87,156.25,44.47,45.51,14.39,29.48,1000.00,36.24,7.63,3.00
Bd_175,i,625.00,49.26,156.25,47.14,50.14,14.00,35.27,937.50,40.24,9.03,3.00
Bd_176,A,343.75,49.96,156.25,45.95,50.00,24.31,25.65,1000.00,20.88,29.08,3.00
Bd_177,i,875.00,42.34,125.00,46.75,42.85,47.23,-4.89,1000.00,37.62,4.72,3.00
Bd_177,i,1062.50,40.96,187.50,46.68,46.97,31.09,9.87,1000.00,39.80,1.16,3.00
Bd_179,ee,375.00,38.08,93.75,35.58,40.32,26.82,11.26,906.25,8.37,29.71,3.00
Bd_179,ee,312.50,53.49,144.38,47.87,53.49,37.95,15.54,1000.00,15.67,37.82,3.00
Bd_18,A,375.00,51.93,142.81,50.04,55.41,40.37,11.56,937.50,34.19,17.74,3.00
Bd_180,i,500.00,48.05,156.25,45.55,48.23,10.56,37.49,1000.00,37.72,10.33,3.00
Bd_180,oh,781.25,39.38,125.00,40.50,43.28,19.62,19.76,1000.00,31.31,8.07,3.00
Bd_180,i,500.00,37.27,175.18,40.88,42.96,35.77,1.50,1000.00,27.30,9.97,3.00
Bd_180,aa,281.25,48.90,125.00,39.77,48.90,25.50,23.40,937.50,14.95,33.95,3.00
Bd_180,i,500.00,32.32,93.75,33.56,36.74,28.69,3.63,906.25,17.59,14.73,3.00
Bd_180,ee,437.50,32.51,93.75,34.62,37.15,7.99,24.52,906.25,19.88,12.63,3.00
Bd_181,ee,546.88,41.69,140.63,48.20,48.81,9.19,32.49,953.13,41.93,-0.25,3.00
Bd_181,A,375.00,44.97,125.00,46.29,45.44,46.80,-1.83,937.50,23.01,21.95,3.00
Bd_182,ee,437.50,42.15,156.25,48.44,50.31,20.39,21.76,875.00,34.10,8.05,3.00
Bd_182,oh,500.00,43.88,156.25,47.82,46.24,47.82,-3.93,968.75,34.17,9.72,3.00
Bd_182,i,1000.00,45.08,125.00,48.43,50.17,15.95,29.13,1000.00,45.08,0.00,3.00
Bd_182,ee,531.25,47.12,187.50,50.40,49.06,50.40,-3.27,937.50,31.38,15.74,3.00
Bd_183,i,500.00,37.96,93.75,35.65,40.39,30.66,7.30,906.25,14.68,23.28,3.00
Bd_183,ee,375.00,43.27,125.00,45.42,49.54,35.24,8.03,1000.00,21.27,22.00,3.00
Bd_184,i,609.38,39.62,125.00,45.21,46.48,12.64,26.98,968.75,32.98,6.64,3.00
Bd_185,aa,687.50,48.54,109.38,45.62,48.12,-1.27,49.81,921.88,42.25,6.30,3.00
Bd_185,A,593.75,45.92,125.00,49.02,52.72,30.69,15.22,906.25,36.40,9.52,3.00
Bd_185,aa,406.25,44.44,125.00,48.44,52.09,28.52,15.92,937.50,29.06,15.38,3.00
Bd_185,i,625.00,51.31,156.25,50.59,47.47,51.31,0.00,937.50,38.63,12.68,3.00
Bd_185,oh,906.25,40.52,156.25,50.58,50.62,26.12,14.41,906.25,40.52,0.00,3.00
Bd_185,oh,500.00,49.28,125.00,46.09,50.47,33.18,16.09,906.25,31.51,17.77,3.00
Bd_185,ee,312.50,47.96,176.72,51.44,47.96,51.44,-3.49,875.00,21.59,26.36,3.00
Bd_186,oh,718.75,51.38,125.00,46.86,49.65,28.48,22.90,937.50,45.60,5.78,3.00
Bd_186,ee,281.25,52.04,156.25,45.54,52.04,33.80,18.23,875.00,25.18,26.86,3.00
Bd_186,ee,593.75,46.43,125.00,42.50,45.85,16.97,29.46,906.25,28.93,17.50,3.00
Bd_186,oh,625.00,51.24,156.25,49.10,52.33,19.79,31.45,906.25,44.49,6.74,3.00
Bd_186,ee,406.25,38.11,93.75,42.17,46.34,11.26,26.85,906.25,24.77,13.34,3.00
Bd_186,ee,468.75,42.07,156.25,47.05,51.18,15.52,26.55,906.25,33.40,8.67,3.00
Bd_187,ee,562.50,43.51,156.25,45.93,48.48,21.45,22.06,906.25,35.35,8.16,3.00
Bd_189,i,703.13,45.57,109.38,43.99,47.35,10.83,34.74,937.50,37.87,7.70,3.00
Bd_189,A,437.50,35.08,139.93,43.82,46.05,37.32,-2.23,1000.00,28.25,6.84,3.00
Bd_189,oh,671.88,46.24,109.38,43.21,45.53,10.74,35.50,906.25,38.28,7.95,3.00
Bd_19,aa,593.75,47.19,156.25,48.39,51.35,9.45,37.74,906.25,41.28,5.91,3.00
Bd_19,i,500.00,48.07,125.00,44.75,50.03,37.70,10.37,906.25,38.70,9.37,3.00
Bd_19,oh,375.00,37.04,125.00,39.88,44.09,35.65,1.39,1000.00,30.46,6.58,3.00
Bd_190,ee,906.25,41.87,125.00,47.96,46.71,47.96,-6.09,937.50,42.65,-0.77,3.00
Bd_190,i,562.50,54.31,156.25,47.07,53.05,21.06,33.24,1000.00,41.60,12.71,3.00
Bd_190,A,531.25,51.22,187.50,46.32,50.25,15.30,35.93,1031.25,35.89,15.33,3.00
Bd_191,ee,656.25,44.77,125.00,46.42,47.79,28.36,16.41,937.50,31.04,13.74,3.00
Bd_192,A,468.75,31.86,93.75,39.64,43.12,28.99,2.87,968.75,20.72,11.14,3.00
Bd_192,ee,750.00,48.37,125.00,47.19,47.98,10.87,37.49,1000.00,40.74,7.62,3.00
Bd_193,oh,437.50,21.38,113.40,21.79,41.82,36.23,-14.85,937.50,15.95,5.43,3.00
Bd_196,i,437.50,44.69,177.90,46.86,48.19,39.19,5.51,937.50,32.71,11.98,3.00
Bd_196,ee,375.00,47.74,125.00,49.45,49.05,51.18,-3.43,937.50,23.79,23.96,3.00
Bd_196,A,375.00,45.39,125.00,47.43,48.13,39.07,6.32,906.25,25.60,19.80,3.00
Bd_198,A,781.25,35.69,93.75,41.51,41.65,26.98,8.71,968.75,30.92,4.77,3.00
Bd_199,A,625.00,44.59,156.25,48.34,46.61,48.34,-3.75,1000.00,33.96,10.63,3.00
Bd_199,A,468.75,31.23,93.75,36.38,40.15,29.20,2.03,906.25,18.29,12.94,3.00
Bd_199,ee,375.00,34.58,93.75,44.54,47.19,15.07,19.50,984.38,18.76,15.82,3.00
Bd_20,i,250.00,30.20,125.00,32.84,30.20,32.84,-2.64,1000.00,-5.83,36.03,3.00
Bd_200,i,312.50,44.76,125.00,48.18,50.60,27.37,17.39,937.50,27.15,17.61,3.00
Bd_200,i,500.00,42.08,93.75,43.66,46.79,-0.38,42.46,906.25,6.50,35.59,3.00
Bd_201,oh,500.00,42.63,107.40,42.48,44.65,40.70,1.93,937.50,22.97,19.66,3.00
Bd_201,ee,1000.00,40.16,187.50,48.98,47.71,48.98,-8.82,968.75,41.25,-1.09,3.00
Bd_202,aa,625.00,45.72,156.25,46.35,45.52,46.35,-0.63,937.50,37.07,8.65,3.00
Bd_202,ee,531.25,40.84,119.15,40.72,43.32,30.79,10.05,968.75,20.17,20.67,3.00
Bd_202,ee,671.88,53.14,171.88,51.61,52.85,12.34,40.80,1015.63,46.26,6.88,3.00
Bd_203,ee,1062.50,42.22,187.50,47.80,48.69,18.96,23.26,1031.25,41.52,0.70,3.00
Bd_204,oh,656.25,45.20,109.38,42.05,44.81,-1.16,46.35,984.38,30.92,14.28,3.00
Bd_204,A,281.25,51.13,125.00,43.04,51.99,15.82,35.30,906.25,22.84,28.28,3.00
Bd_204,A,593.75,43.24,93.75,42.96,44.64,17.50,25.74,906.25,30.96,12.28,3.00
Bd_204,E,500.00,47.55,187.50,47.84,52.51,30.78,16.77,1000.00,16.93,30.62,3.00
Bd_205,ee,812.50,40.77,109.38,42.25,43.18,10.13,30.64,921.88,35.58,5.18,3.00
Bd_205,ee,500.00,45.93,187.50,47.47,53.09,17.58,28.35,1031.25,32.19,13.74,3.00
Bd_205,ee,375.00,53.04,187.50,53.23,53.04,53.23,-0.19,937.50,30.72,22.32,3.00
Bd_205,i,593.75,40.13,93.75,37.66,40.97,18.54,21.59,984.38,31.49,8.64,3.00
Bd_206,ee,671.88,47.51,140.63,44.45,46.78,10.43,37.08,937.50,39.43,8.08,3.00
Bd_206,A,812.50,42.63,140.63,47.89,50.45,9.39,33.23,953.13,42.51,0.11,3.00
Bd_206,A,437.50,37.51,114.25,44.25,45.27,40.14,-2.62,937.50,18.92,18.60,3.00
Bd_206,i,562.50,48.55,125.00,43.47,48.06,38.07,10.48,937.50,31.07,17.48,3.00
Bd_207,ee,375.00,41.38,125.00,42.89,43.72,39.54,1.83,937.50,15.45,25.93,3.00
Bd_208,i,531.25,53.99,187.50,50.34,54.92,1.78,52.21,875.00,42.87,11.12,3.00
Bd_208,oh,406.25,34.89,93.75,35.32,39.42,26.64,8.25,906.25,11.05,23.83,3.00
Bd_208,ee,500.00,37.72,168.14,45.14,48.06,35.70,2.03,937.50,33.07,4.66,3.00
Bd_209,A,687.50,46.76,187.50,44.64,46.68,7.45,39.31,906.25,35.94,10.82,3.00
Bd_209,oh,640.63,43.18,125.00,43.60,44.33,14.94,28.24,906.25,34.95,8.23,3.00
Bd_209,A,500.00,45.61,156.25,45.45,47.43,8.78,36.83,1000.00,26.88,18.73,3.00
Bd_209,ee,312.50,45.31,139.13,44.22,46.45,38.06,7.25,1000.00,16.13,29.18,3.00
Bd_210,oh,656.25,45.21,156.25,47.46,48.89,2.60,42.61,1000.00,37.14,8.07,3.00
Bd_211,ee,875.00,35.98,141.79,42.05,46.62,35.05,0.94,937.50,32.33,3.65,3.00
Bd_211,oh,562.50,45.64,156.25,43.93,46.96,12.28,33.36,875.00,32.32,13.32,3.00
Bd_211,ee,593.75,40.62,125.00,41.73,45.44,14.08,26.54,937.50,34.51,6.11,3.00
Bd_211,aa,500.00,40.42,174.37,47.09,48.77,37.44,2.98,937.50,38.22,2.20,3.00
